system,group,source_group,run_name,variant,sequence,ate,rte,success,completion
Basalt,basalt,basalt,basalt.det,det,MIPB07,0.0618742836,0.0049892476,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MIPB08,0.6297345654,0.0040414465,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MIPP01,0.4546769397,0.0099009526,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MIPP02,0.2406895794,0.0100014764,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MIPP03,0.2607015564,0.0090767332,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MIPP04,0.2866908378,0.007662893,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MIPP05,0.1830039706,0.0056094919,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MIPP06,0.2827512436,0.0100178186,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MIPT01,0.1069239971,0.0039301435,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MIPT02,0.1983531463,0.0036505005,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MIPT03,0.4002550436,0.0055169174,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MGO01,0.6802237792,0.0229621188,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MGO02,0.5559996654,0.0279268117,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MGO03,0.1446440181,0.0130542506,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MGO04,0.2616967114,0.0247351144,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MGO05,0.0296630842,0.0042001666,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MGO06,0.1108360402,0.0180215391,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MGO07,0.0208039413,0.0056294727,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MGO08,0.0274876275,0.0131640101,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MGO09,0.0078298972,0.00626441,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MGO10,0.0082551345,0.0034928703,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MGO11,0.0168111217,0.006025292,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MGO12,0.6106335937,0.0173634978,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MGO13,0.6829681087,0.0257732172,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MGO14,0.0703006227,0.0120157776,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MGO15,0.0548049789,0.0024668599,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MOO01,0.2811723442,0.0166712453,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MOO02,0.2375116529,0.0154705042,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MOO03,0.1763644355,0.0135129112,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MOO04,0.0652923969,0.0098808425,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MOO05,0.018803027,0.0030698617,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MOO06,0.0563520699,0.008370969,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MOO07,0.0133218548,0.0034220711,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MOO08,0.0277197551,0.0111507675,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MOO09,0.0037108387,0.0033229137,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MOO10,0.0099336725,0.0037548111,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MOO11,0.0189983904,0.0050892566,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MOO12,0.6738426915,0.0219428493,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MOO13,0.5014988653,0.0170315952,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MOO14,0.1126335021,0.007738728,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MOO15,0.8150243072,0.0418074957,1.0,1.0
Basalt,basalt,basalt,basalt.det,det,MOO16,0.0339851324,0.0018126699,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIO01,0.6204584078,0.0367111713,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIO02,1.1810277168,0.0640881196,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIO03,0.0942102395,0.0060644779,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIO04,0.2066584795,0.0131084511,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIO05,0.034831399,0.003273365,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIO06,0.0491616201,0.0104782735,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIO07,0.0228326596,0.0024500602,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIO08,0.0581036227,0.0071452677,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIO09,0.005724588,0.0028776301,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIO10,0.0153048432,0.0045632269,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIO11,0.0241505025,0.0070303446,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIO12,0.4287051102,0.0057423942,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIO13,0.7625397859,0.0307904915,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIO14,0.0676634911,0.0027627108,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIO15,0.7172354049,0.0119903985,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIO16,0.5023499132,0.0129864516,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIPB01,0.27900851,0.0067456334,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIPB02,0.2348764689,0.005002126,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIPB03,0.190421871,0.005907933,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIPB04,0.1041871925,0.0048164241,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIPB05,0.0437323336,0.0044637743,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIPB06,0.048499703,0.0041797342,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIPB07,0.0620881702,0.0050031191,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIPB08,0.6325353626,0.0040404059,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIPP01,0.5349148298,0.0095817401,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIPP02,0.2416692794,0.0099853434,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIPP03,0.2672446619,0.0085069547,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIPP04,0.2837411801,0.0076593509,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIPP05,0.183290426,0.0056012468,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIPP06,0.2830433643,0.0097266794,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIPT01,0.1074978344,0.0039369644,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIPT02,0.1988165329,0.0036519158,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MIPT03,0.4003877708,0.0055138023,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MGO01,0.6795423523,0.0229472698,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MGO02,0.5571120067,0.0279405707,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MGO03,0.1439712032,0.013034235,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MGO04,0.2608298643,0.0246836097,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MGO05,0.0304782854,0.0042140446,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MGO06,0.1156365194,0.0180509222,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MGO07,0.0212154075,0.0056319681,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MGO08,0.0282477594,0.0131375686,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MGO09,0.0078363117,0.0062877376,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MGO10,0.0082576102,0.0034865925,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MGO11,0.0168259414,0.0060556945,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MGO12,0.6066733774,0.0173656252,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MGO13,0.6829380691,0.0257590205,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MGO14,0.0721349512,0.01197258,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MGO15,0.0375734793,0.003107765,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MOO01,0.280597143,0.0166363826,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MOO02,0.239782543,0.0154459884,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MOO03,0.1699424361,0.0134919593,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MOO04,0.0667097275,0.009887613,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MOO05,0.0186952467,0.0030726449,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MOO06,0.056500626,0.0083916243,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MOO07,0.0130999094,0.0034505369,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MOO08,0.028196568,0.011197843,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MOO09,0.0036751588,0.0032714672,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MOO10,0.0099479263,0.0037326571,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MOO11,0.0189492626,0.0050680577,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MOO12,0.7008828475,0.0226214751,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MOO13,0.5058242621,0.0170721092,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MOO14,0.1127833847,0.0077487534,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MOO15,85.368023179,11.7816317855,1.0,1.0
Basalt,basalt,basalt,basalt.nd1,nd1,MOO16,0.0202774136,0.0014251274,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIO01,0.6197199022,0.0364742729,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIO02,1.1796482148,0.0643286938,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIO03,0.092771928,0.0060772335,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIO04,0.2063528395,0.0131043937,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIO05,0.0350830003,0.0032596378,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIO06,0.0490860205,0.0104970846,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIO07,0.022810293,0.0024493619,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIO08,0.0569374828,0.0072018653,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIO09,0.0057248093,0.0028741032,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIO10,0.015311395,0.0045761638,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIO11,0.0242319696,0.0070540172,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIO12,0.4253737719,0.0057271438,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIO13,0.8744066986,0.0363943633,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIO14,0.0703053492,0.0027879801,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIO15,0.8032747929,0.0118237039,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIO16,0.5394405839,0.0131482538,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIPB01,0.2769544032,0.0067424196,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIPB02,0.2352884504,0.0050092731,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIPB03,0.1903072778,0.0059156675,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIPB04,0.1039640024,0.0048218936,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIPB05,0.0439244464,0.0044770896,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIPB06,0.0482756144,0.0041762259,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIPB07,0.0620576442,0.0049986692,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIPB08,0.6335910238,0.0040398762,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIPP01,0.53015369,0.0095913319,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIPP02,0.2442445445,0.0102342576,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIPP03,0.2671938205,0.0087321642,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIPP04,0.2864205501,0.0076691488,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIPP05,0.1880537112,0.0057680872,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIPP06,0.2780325075,0.0099385179,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIPT01,0.1068547323,0.0039286138,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIPT02,0.1978952779,0.0036442567,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MIPT03,0.4002053548,0.0055205533,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MGO01,0.6805690309,0.0229559779,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MGO02,0.5576853355,0.0279259127,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MGO03,0.1434424712,0.01305069,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MGO04,0.2639456204,0.0247424752,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MGO05,0.0296916209,0.0042021393,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MGO06,0.1156051782,0.0180697625,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MGO07,0.0210954498,0.0056516743,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MGO08,0.027581526,0.0131452893,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MGO09,0.0078348105,0.0062826095,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MGO10,0.0082570811,0.0034895845,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MGO11,0.0169021988,0.0060449877,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MGO12,0.602602943,0.0173627679,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MGO13,0.6839897559,0.0257647447,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MGO14,0.0704419104,0.0120014342,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MGO15,1.031379182,0.033735202,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MOO01,0.2805404488,0.0166552901,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MOO02,0.2386454994,0.0154732412,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MOO03,0.1709461941,0.0134710394,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MOO04,0.0664816199,0.0098939975,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MOO05,0.0192757589,0.0030681472,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MOO06,0.0563150871,0.0083995348,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MOO07,0.0131482372,0.003442225,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MOO08,0.0280076982,0.0111912561,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MOO09,0.0037077762,0.0033120636,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MOO10,0.0099483554,0.0037352297,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MOO11,0.0189546846,0.0050648531,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MOO12,0.6874969705,0.0081775409,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MOO13,0.5019737877,0.0170117055,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MOO14,0.1129349284,0.0077728582,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MOO15,1699.3574381749,5.5675849792,1.0,1.0
Basalt,basalt,basalt,basalt.nd2,nd2,MOO16,0.0271425011,0.0013378318,1.0,1.0
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIO01,76.1840386969,0.9737681529,0.9997453851,0.9997465392
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIO02,1.9105850525,0.064652079,0.9995750106,0.9995761026
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIO03,0.0760546675,0.0077138687,0.9996721849,0.999672496
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIO04,0.187274114,0.0185714592,0.9996731492,0.9996734852
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIO05,0.049088804,0.0154653551,0.9996975654,0.9996978374
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIO06,0.288624139,0.0264569015,0.9996096037,0.9996100365
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIO07,0.0416598988,0.0052224612,0.9995115995,0.999512746
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIO08,0.0462804173,0.009945287,0.9986816084,0.9986817049
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIO09,0.0055290879,0.0054199236,0.9892473118,0.989189415
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIO10,0.0290113619,0.0091715482,0.9951456311,0.9951340554
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIO11,0.0482328733,0.0098576792,0.9966101695,0.9966159778
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIO12,0.9535039559,0.0073210165,0.9998956322,0.9998957752
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIO13,0.5301607354,0.0097126654,0.9999011223,0.9999013959
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIO14,0.0272247951,0.0038345981,0.9999095718,0.9999098367
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIO15,0.1604288529,0.0057232674,0.9997785161,0.9997794572
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIO16,0.4773594537,0.0114983308,0.999860179,0.9998603252
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIPB01,0.0254354388,0.0060187699,0.9997449847,0.9997452215
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIPB02,0.0357349038,0.0048201591,0.9998325659,0.9998327147
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIPB03,0.0842681592,0.0057554321,0.9999027994,0.9999030089
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIPB04,0.0617020982,0.0057662592,0.9997979594,0.9997981564
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIPB05,0.0246973252,0.0051088738,0.9996741964,0.9996747706
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIPB06,0.0260728552,0.0051740011,0.9996568291,0.9996576421
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIPB07,0.017107943,0.00539322,0.9996298581,0.9996301744
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIPB08,0.0780670591,0.0048776618,0.9999830908,0.9999831202
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIPP01,0.106635081,0.0074817829,0.9998950517,0.9998951167
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIPP02,0.0301833032,0.0047940563,0.9998434075,0.9998436716
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIPP03,0.0778435316,0.0055069032,0.9997938853,0.9997941795
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIPP04,0.0403988277,0.0044586588,0.9997900189,0.999790241
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIPP05,0.0446988864,0.0047739848,0.9997429306,0.9997433831
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIPP06,0.0845662721,0.0053138571,0.9998647613,0.9998649452
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIPT01,0.0553714311,0.0040781982,0.9998950902,0.9998952128
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIPT02,0.0568373409,0.0046735738,0.9998970664,0.9998972451
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MIPT03,0.0764827072,0.0065626946,0.9999049941,0.9999051902
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MGO01,0.3021558443,0.0209938397,0.9995299647,0.9995298559
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MGO02,0.2487165164,0.0278374569,0.99957663,0.9995765308
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MGO03,0.0734070699,0.0110635583,0.9995887312,0.9995884521
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MGO04,0.0967347746,0.0209592501,0.9997707999,0.9997707853
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MGO05,0.0200367971,0.0053877953,0.9997552619,0.9997552086
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MGO06,0.0977675945,0.0184611509,0.9995055624,0.9995053883
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MGO07,0.0210001384,0.0063801607,0.9993734336,0.9993730523
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MGO08,0.0468533308,0.0170869257,1.0,1.0
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MGO09,0.0079371755,0.0067405958,0.9906542056,0.9905659861
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MGO10,0.0113899374,0.0042064123,0.9975,0.9974942311
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MGO11,0.0153047958,0.0056399721,1.0,1.0
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MGO12,0.5530064076,0.0170958044,0.9999869175,0.9999869173
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MGO13,0.7496345755,0.0266599337,0.9997322624,0.9997322343
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MGO14,0.0832513757,0.0121140152,0.9993072393,0.9993069476
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MGO15,0.6701015911,0.0071959084,0.9999581852,0.9999581847
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MOO01,0.1356018852,0.017423933,0.9997875053,0.9997874983
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MOO02,0.1072977696,0.0159112238,0.9996299038,0.9996298473
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MOO03,0.2275362518,0.0245332941,0.9995469989,0.9995467449
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MOO04,0.0713458748,0.0130520602,0.9995460735,0.9995460091
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MOO05,0.0273673169,0.0057337723,0.999668215,0.9996680638
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MOO06,0.0530898111,0.0099860209,0.9995204987,0.9995203819
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MOO07,0.0233373117,0.0065850559,0.9991915926,0.9991905636
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MOO08,0.1543657622,0.0204622138,0.9983108108,0.9983076515
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MOO09,0.0066793949,0.0078875472,0.9931972789,0.9931498429
OKVIS2,okvis2.vio,okvis2.vio,okvis2.vio.1,1,MOO10,0.0125795444,0.0077072339,0.996350365,0.9963363668
