system,group,source_group,run_name,variant,sequence,ate,rte,success,completion
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MGO01,0.6749537005,0.3660507717,0.0813160987,0.0811001371
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MGO02,0.4607079935,0.4436556481,0.0273073666,0.0271013514
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MGO03,0.6254240911,0.746918787,0.0540818425,0.0538873889
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MGO04,6.5215515033,6.2425632609,0.1239972496,0.1237964978
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MGO05,0.7745659975,0.5356690571,0.6896720509,0.6895961003
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MGO06,79887.0937704157,95485.7520323041,0.0499381953,0.0497032165
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MGO07,184.3795892408,248.1538063549,0.9580200501,0.9579937395
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MGO08,28.0255933982,35.0299012327,0.9758713137,0.975840402
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MGO09,0.2772161622,0.2087263522,0.8317757009,0.8301871837
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MGO10,0.3118722183,0.106651965,0.92,0.9197998496
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MGO11,22.8149823073,32.7583964729,0.9443413729,0.9442383185
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MGO12,27820.2229387784,22018.0877198254,0.0340275779,0.0340149389
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MGO13,1.0900840972,1.2598724954,0.306291834,0.3061060133
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MGO14,0.8221751547,0.6404405348,0.9937651541,0.9937630767
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MGO15,0.7532442916,0.3126406042,0.0139243153,0.0138830735
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MOO01,34845.5365123891,81878.9113746022,0.834041649,0.8340063631
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MOO02,17657.7902917807,7096.5184551546,0.7305699482,0.7305200784
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MOO03,11798.7163643995,11942.6135614191,0.251189128,0.2510194981
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MOO04,8995.8428557635,8734.7671926755,0.6307308216,0.6306470306
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MOO05,1.0228639908,0.9756185337,0.9734571997,0.973448268
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MOO06,65801.2312415281,63686.7203070254,0.8257012707,0.8256594837
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MOO07,0.7676536428,0.5418165464,0.961196443,0.961164583
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MOO08,6.3567625927,7.5390936566,0.8699324324,0.8697124161
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MOO09,0.2256666997,0.1944295964,0.7823129252,0.7808220703
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MOO10,16.905220423,14.6516166401,0.9160583942,0.9157502559
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MOO11,0.6569513817,0.5533149736,0.9456790123,0.9455429542
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MOO12,505.1664976471,538.5710825451,0.015149018,0.0151354987
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MOO13,98499.5177772544,141213.5200716702,0.1471723825,0.1469786501
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MOO14,11028.0453485863,8947.8815159605,0.8217270195,0.8216915358
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MOO15,2442.1489478832,2312.4715535316,0.1574819401,0.1574384691
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.1,1,MOO16,0.0314432056,0.0281003603,0.9925306244,0.9925302635
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIO01,14494.4622658131,17652.1026707239,0.328580522,0.3284733105
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIO02,6896.378963865,11374.8882304293,0.5699107522,0.5695211044
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIO03,361.0536828169,448.2382815533,0.9927880675,0.9927951516
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIO04,12.6890467012,15.7263006364,0.2199705834,0.2200457255
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIO05,0.5535664171,0.1244976137,0.0819597762,0.0817343944
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIO06,702.30035716,857.5542313608,0.9943392543,0.9943458665
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIO07,25768.3534152249,4307.0031510659,0.4114774115,0.4112058089
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIO08,303.1244794863,440.9459175124,0.9564930784,0.9564931278
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIO09,0.2162430364,0.0989956888,0.747311828,0.7459452639
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIO10,15.4856333662,11.2167992656,0.3640776699,0.362530491
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIO11,0.5581716453,0.1411724166,0.8830508475,0.8832487198
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIO12,0.8821308703,0.4590869163,0.9934248291,0.9934344296
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIO13,48380.7304254908,23359.7425437911,0.1995352746,0.1993105738
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIO14,0.8125830005,0.0821696039,0.9940769544,0.9940940122
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIO15,47547.5759467709,48786.2551089686,0.2014765596,0.201514282
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIO16,1.0314226965,0.9863582571,0.9909815436,0.9909905459
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIPB01,45.6149247718,63.7820977446,0.9846990819,0.9847133697
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIPB02,807.2835952075,1086.3443880399,0.1663457514,0.1661789357
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIPB03,1094.9643015277,1151.9987243406,0.1187791602,0.1184763866
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIPB04,4822.2347515261,4324.0715581492,0.5787453278,0.5787672172
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIPB05,217.4527354426,300.2046582338,0.990443093,0.9904594952
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIPB06,17005.5829415271,16659.0837264561,0.3724548158,0.3729315535
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIPB07,440413.5537374063,80092.3503961471,0.989019124,0.9890286077
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIPB08,44041.4982674034,59361.8539939539,0.0523085248,0.0522677434
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIPP01,3853.7137123778,2450.9933752999,0.2575956342,0.2574201499
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIPP02,26.189931879,36.1704376388,0.9935014093,0.9935120659
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIPP03,22602.6492777374,7106.6607242193,0.402335967,0.4019134754
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIPP04,0.8004011091,0.8705730717,0.9882410583,0.9882533924
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIPP05,0.7028243897,0.6445599663,0.9922022279,0.9922161835
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIPP06,720.5780377019,882.9525687095,0.9953568048,0.9953632925
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIPT01,22801.8800346122,29140.4204374456,0.3800881242,0.3802066177
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIPT02,6385.3985436779,7413.774763347,0.4000343112,0.4000891194
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MIPT03,2481.0669183902,1165.1874626372,0.0751813028,0.0749953338
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MGO01,12145.860514484,1461.7739948057,0.1240893067,0.1238833947
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MGO02,579726.7622635377,131263.1532102708,0.150719729,0.1505398436
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MGO03,1219.6136989416,937.7486072398,0.3364178491,0.3362813211
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MGO04,0.9436339451,0.7507451374,0.9763923906,0.9763869611
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MGO05,15438.0008208498,11322.8853619557,0.8705335291,0.8705020579
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MGO06,27.6998834682,24.8582980117,0.1065512979,0.1063303583
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MGO07,183.4579247744,177.4070758187,0.9580200501,0.9579937395
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MGO08,106.9539272174,143.1426417499,0.9758713137,0.975840402
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MGO09,0.275452018,0.2079096993,0.8317757009,0.8301871837
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MGO10,0.3126339145,0.172455457,0.92,0.9197998496
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MGO11,35.9621754856,56.5968157641,0.9443413729,0.9442383185
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MGO12,1.6503156451,1.8907554357,0.1533137968,0.1533027139
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MGO13,259120.9238190977,251979.2801842468,0.2589022758,0.2587038068
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MGO14,0.8248806533,0.6172765869,0.9937651541,0.9937630767
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MGO15,0.7381415827,0.4204118946,0.01484424,0.0148030432
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MOO01,52278.4088669231,62851.4717984625,0.8699532512,0.8699256046
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MOO02,,,0.9935233161,0.9935221079
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MOO03,12994.9002952316,13941.3362573997,0.3386183465,0.3384684722
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MOO04,53.7263240577,59.3064395053,0.167271902,0.1670828772
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MOO05,1.0455555808,1.1455223288,0.9734571997,0.973448268
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MOO06,1390.6621313321,2498.2620205257,0.3445216974,0.3443645272
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MOO07,0.7674422981,0.5366580991,0.961196443,0.961164583
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MOO08,456.6464704403,648.1367642904,0.9256756757,0.9255500349
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MOO09,0.2252860207,0.1717574708,0.7823129252,0.7808220703
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MOO10,5.428900668,5.3906674513,0.9160583942,0.9157502559
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MOO11,777481.6838604864,1002553.3926689507,0.9456790123,0.9455429542
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MOO12,6312.5738371221,2123.9081460786,0.0131437989,0.013130248
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MOO13,0.7449288286,0.7978112675,0.1535316829,0.1533393888
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MOO14,3968.5381912086,70.2478401505,0.7208515718,0.720796008
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MOO15,3.3289229886,4.1822387061,0.9971620227,0.9971618748
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.2,2,MOO16,0.031015631,0.0221524093,0.9925306244,0.9925302635
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIO01,5754.3172569191,8636.4999613424,0.3362189688,0.3360769508
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIO02,23.3736712431,25.9297256525,0.783680408,0.7829589683
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIO03,1133.8804512441,1498.1558647146,0.9927880675,0.9927951516
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIO04,40.9489929188,41.4774001281,0.2425232881,0.2425726705
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIO05,0.5131651762,0.0973785997,0.0793890821,0.0791661184
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIO06,687.8683937776,833.4357875008,0.9943392543,0.9943458665
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIO07,144106.9034232517,108129.8630910269,0.3870573871,0.3868452832
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIO08,92.8763426819,110.3622982135,0.9564930784,0.9564931278
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIO09,0.2213345618,0.0736532461,0.8333333333,0.8324325729
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIO10,5.0689920479,6.2165321937,0.3058252427,0.3041362633
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIO11,0.5921455091,0.4868100049,0.5152542373,0.5160743112
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIO12,0.9096373652,0.5016875982,0.9934248291,0.9934344296
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIO13,25481.9688305938,17782.6432297114,0.2264300193,0.226128523
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIO14,0.8157452516,0.2678282933,0.9940769544,0.9940940122
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIO15,259.2489267267,344.008085691,0.9870062754,0.9870607526
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIO16,0.9120211883,0.8294277422,0.9909815436,0.9909905459
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIPB01,70.6257180542,95.4111900495,0.9846990819,0.9847133697
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIPB02,23172.5574224053,43616.7459940264,0.8231896191,0.8231999022
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIPB03,28568.6313390296,27952.2368417401,0.2293448678,0.2290484585
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIPB04,234.0817553777,338.2029523931,0.4230730377,0.423150938
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIPB05,610.3968673163,792.5155436447,0.9503692441,0.9504551577
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIPB06,39.9946528272,51.2155417196,0.978609014,0.9786602816
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIPB07,2.4831469053,3.0119333689,0.989019124,0.9890286077
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIPB08,39111.4674323053,49989.0126442888,0.0415965641,0.0415305552
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIPP01,0.3496805053,0.2653542404,0.0234559479,0.0233875396
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIPP02,410.5681664283,529.4363842093,0.5999843407,0.600094173
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIPP03,2.4311564365,3.1806222917,0.9940913775,0.9940996003
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIPP04,34.4445054098,45.5822490474,0.9889409953,0.9889525904
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIPP05,0.6563420894,0.4925218149,0.9922022279,0.9922161835
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIPP06,0.8505364786,0.9398280577,0.9953568048,0.9953632925
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIPT01,7397.2549646575,5036.3781890234,0.6263638271,0.6262903163
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIPT02,3.6011329657,4.5892983327,0.9963287013,0.9963351133
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MIPT03,31932.9844100749,75702.5537123695,0.0895271875,0.089343369
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MGO01,43995.6180376549,13296.3891179152,0.1856639248,0.1854724957
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MGO02,29874366.514043506,339.0401828885,0.2953005927,0.2951513084
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MGO03,44505.629827855,98490.6699640059,0.5157310302,0.515631312
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MGO04,26434.2696828751,22586.1871608245,0.1757964703,0.1756074828
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MGO05,0.8589995664,0.522055983,0.9902104748,0.9902081032
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MGO06,1139.3365113851,15.0321492608,0.6756489493,0.6755687762
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MGO07,165.7627610143,184.7022741747,0.9580200501,0.9579937395
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MGO08,86.7193341921,128.6134707308,0.9758713137,0.975840402
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MGO09,0.2859571476,0.1974163921,0.8317757009,0.8301871837
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MGO10,0.3130786696,0.1224302999,0.92,0.9197998496
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MGO11,453.9817589568,423.1341133415,0.9443413729,0.9442383185
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MGO12,1.227316654,0.9727561944,0.1593971585,0.159386155
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MGO13,1.0719341127,1.2239126969,0.8013386881,0.8012855261
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MGO14,7.1566416891,8.4069359134,0.9937651541,0.9937630767
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MGO15,0.4286057886,0.3684849621,0.9956930797,0.9956928949
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MOO01,62.0931196916,74.4432922451,0.8202294943,0.8201912765
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MOO02,6257.5112589204,8717.9873750606,0.5730940044,0.5730149913
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MOO03,41794.4082730032,34628.7585861018,0.7898074745,0.7897600218
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MOO04,11350.3226517363,9337.7037602769,0.2235587835,0.2233825509
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MOO05,3.3258870342,3.813572541,0.9717982747,0.9717889208
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MOO06,21047.8035933872,15709.7921534344,0.7326780149,0.7326139673
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MOO07,0.7691097278,0.5085004232,0.961196443,0.961164583
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MOO08,223.6453357113,240.4526922003,0.9256756757,0.9255500349
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MOO09,0.2259007644,0.1924111775,0.7823129252,0.7808220703
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MOO10,34.5970057011,68.2728116819,0.9160583942,0.9157502559
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MOO11,1.1214556689,1.0934615116,0.9456790123,0.9455429542
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MOO12,25201.1976003219,22096.7769099278,0.0292816921,0.0292683675
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MOO13,0.745573517,0.2770244037,0.9900068135,0.9900045443
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MOO14,4.4621029449,5.1790684724,0.9964186232,0.9964179152
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MOO15,0.3637254509,0.3598229903,0.9977296182,0.9977295001
DM-VIO,dmvio.rt,dmvio.rt,dmvio.rt.3,3,MOO16,0.0317009506,0.0288033931,0.9925306244,0.9925302635
